C:\Users\user\Downloads\Udacity\Data\IMG\center_2025_09_09_23_02_44_765.jpg, C:\Users\user\Downloads\Udacity\Data\IMG\left_2025_09_09_23_02_44_765.jpg, C:\Users\user\Downloads\Udacity\Data\IMG\right_2025_09_09_23_02_44_765.jpg, 0, 0, 0, 7.7975E-05
C:\Users\user\Downloads\Udacity\Data\IMG\center_2025_09_09_23_02_45_002.jpg, C:\Users\user\Downloads\Udacity\Data\IMG\left_2025_09_09_23_02_45_002.jpg, C:\Users\user\Downloads\Udacity\Data\IMG\right_2025_09_09_23_02_45_002.jpg, 0, 0, 0, 8.05368E-05
C:\Users\user\Downloads\Udacity\Data\IMG\center_2025_09_09_23_02_45_137.jpg, C:\Users\user\Downloads\Udacity\Data\IMG\left_2025_09_09_23_02_45_137.jpg, C:\Users\user\Downloads\Udacity\Data\IMG\right_2025_09_09_23_02_45_137.jpg, 0, 0, 0, 8.012645E-05
C:\Users\user\Downloads\Udacity\Data\IMG\center_2025_09_09_23_02_45_266.jpg, C:\Users\user\Downloads\Udacity\Data\IMG\left_2025_09_09_23_02_45_266.jpg, C:\Users\user\Downloads\Udacity\Data\IMG\right_2025_09_09_23_02_45_266.jpg, 0, 0, 0, 8.464194E-05
C:\Users\user\Downloads\Udacity\Data\IMG\center_2025_09_09_23_02_45_384.jpg, C:\Users\user\Downloads\Udacity\Data\IMG\left_2025_09_09_23_02_45_384.jpg, C:\Users\user\Downloads\Udacity\Data\IMG\right_2025_09_09_23_02_45_384.jpg, 0, 0, 0, 8.153572E-05
C:\Users\user\Downloads\Udacity\Data\IMG\center_2025_09_09_23_02_45_501.jpg, C:\Users\user\Downloads\Udacity\Data\IMG\left_2025_09_09_23_02_45_501.jpg, C:\Users\user\Downloads\Udacity\Data\IMG\right_2025_09_09_23_02_45_501.jpg, 0, 0, 0, 8.06817E-05
C:\Users\user\Downloads\Udacity\Data\IMG\center_2025_09_09_23_02_45_613.jpg, C:\Users\user\Downloads\Udacity\Data\IMG\left_2025_09_09_23_02_45_613.jpg, C:\Users\user\Downloads\Udacity\Data\IMG\right_2025_09_09_23_02_45_613.jpg, 0, 0, 0, 7.887062E-05
C:\Users\user\Downloads\Udacity\Data\IMG\center_2025_09_09_23_02_45_738.jpg, C:\Users\user\Downloads\Udacity\Data\IMG\left_2025_09_09_23_02_45_738.jpg, C:\Users\user\Downloads\Udacity\Data\IMG\right_2025_09_09_23_02_45_738.jpg, 0, 0, 0, 7.914243E-05
C:\Users\user\Downloads\Udacity\Data\IMG\center_2025_09_09_23_02_45_844.jpg, C:\Users\user\Downloads\Udacity\Data\IMG\left_2025_09_09_23_02_45_844.jpg, C:\Users\user\Downloads\Udacity\Data\IMG\right_2025_09_09_23_02_45_844.jpg, 0, 0, 0, 7.807749E-05
C:\Users\user\Downloads\Udacity\Data\IMG\center_2025_09_09_23_02_45_966.jpg, C:\Users\user\Downloads\Udacity\Data\IMG\left_2025_09_09_23_02_45_966.jpg, C:\Users\user\Downloads\Udacity\Data\IMG\right_2025_09_09_23_02_45_966.jpg, 0, 0, 0, 8.083518E-05
C:\Users\user\Downloads\Udacity\Data\IMG\center_2025_09_09_23_02_46_122.jpg, C:\Users\user\Downloads\Udacity\Data\IMG\left_2025_09_09_23_02_46_122.jpg, C:\Users\user\Downloads\Udacity\Data\IMG\right_2025_09_09_23_02_46_122.jpg, 0, 0, 0, 7.824367E-05
C:\Users\user\Downloads\Udacity\Data\IMG\center_2025_09_09_23_02_46_264.jpg, C:\Users\user\Downloads\Udacity\Data\IMG\left_2025_09_09_23_02_46_264.jpg, C:\Users\user\Downloads\Udacity\Data\IMG\right_2025_09_09_23_02_46_264.jpg, 0, 0.4185255, 0, 0.715005
C:\Users\user\Downloads\Udacity\Data\IMG\center_2025_09_09_23_02_46_382.jpg, C:\Users\user\Downloads\Udacity\Data\IMG\left_2025_09_09_23_02_46_382.jpg, C:\Users\user\Downloads\Udacity\Data\IMG\right_2025_09_09_23_02_46_382.jpg, 0, 0.7831308, 0, 1.785741
C:\Users\user\Downloads\Udacity\Data\IMG\center_2025_09_09_23_02_46_492.jpg, C:\Users\user\Downloads\Udacity\Data\IMG\left_2025_09_09_23_02_46_492.jpg, C:\Users\user\Downloads\Udacity\Data\IMG\right_2025_09_09_23_02_46_492.jpg, 0, 0.4481199, 0, 2.297908
C:\Users\user\Downloads\Udacity\Data\IMG\center_2025_09_09_23_02_46_603.jpg, C:\Users\user\Downloads\Udacity\Data\IMG\left_2025_09_09_23_02_46_603.jpg, C:\Users\user\Downloads\Udacity\Data\IMG\right_2025_09_09_23_02_46_603.jpg, 0, 0.1172161, 0, 2.445024
C:\Users\user\Downloads\Udacity\Data\IMG\center_2025_09_09_23_02_46_713.jpg, C:\Users\user\Downloads\Udacity\Data\IMG\left_2025_09_09_23_02_46_713.jpg, C:\Users\user\Downloads\Udacity\Data\IMG\right_2025_09_09_23_02_46_713.jpg, 0, 0, 0, 2.438356
C:\Users\user\Downloads\Udacity\Data\IMG\center_2025_09_09_23_02_46_826.jpg, C:\Users\user\Downloads\Udacity\Data\IMG\left_2025_09_09_23_02_46_826.jpg, C:\Users\user\Downloads\Udacity\Data\IMG\right_2025_09_09_23_02_46_826.jpg, 0, 0.339594, 0, 2.909893
C:\Users\user\Downloads\Udacity\Data\IMG\center_2025_09_09_23_02_46_947.jpg, C:\Users\user\Downloads\Udacity\Data\IMG\left_2025_09_09_23_02_46_947.jpg, C:\Users\user\Downloads\Udacity\Data\IMG\right_2025_09_09_23_02_46_947.jpg, 0, 0, 0, 2.869164
C:\Users\user\Downloads\Udacity\Data\IMG\center_2025_09_09_23_02_47_079.jpg, C:\Users\user\Downloads\Udacity\Data\IMG\left_2025_09_09_23_02_47_079.jpg, C:\Users\user\Downloads\Udacity\Data\IMG\right_2025_09_09_23_02_47_079.jpg, 0, 0, 0, 2.82895
C:\Users\user\Downloads\Udacity\Data\IMG\center_2025_09_09_23_02_47_216.jpg, C:\Users\user\Downloads\Udacity\Data\IMG\left_2025_09_09_23_02_47_216.jpg, C:\Users\user\Downloads\Udacity\Data\IMG\right_2025_09_09_23_02_47_216.jpg, -0.4123275, 0, 0, 2.754472
C:\Users\user\Downloads\Udacity\Data\IMG\center_2025_09_09_23_02_47_346.jpg, C:\Users\user\Downloads\Udacity\Data\IMG\left_2025_09_09_23_02_47_346.jpg, C:\Users\user\Downloads\Udacity\Data\IMG\right_2025_09_09_23_02_47_346.jpg, -0.01992092, 0, 0, 2.71095
C:\Users\user\Downloads\Udacity\Data\IMG\center_2025_09_09_23_02_47_454.jpg, C:\Users\user\Downloads\Udacity\Data\IMG\left_2025_09_09_23_02_47_454.jpg, C:\Users\user\Downloads\Udacity\Data\IMG\right_2025_09_09_23_02_47_454.jpg, 0, 0, 0, 2.67829
C:\Users\user\Downloads\Udacity\Data\IMG\center_2025_09_09_23_02_47_565.jpg, C:\Users\user\Downloads\Udacity\Data\IMG\left_2025_09_09_23_02_47_565.jpg, C:\Users\user\Downloads\Udacity\Data\IMG\right_2025_09_09_23_02_47_565.jpg, 0, 0, 0, 2.651421
C:\Users\user\Downloads\Udacity\Data\IMG\center_2025_09_09_23_02_47_676.jpg, C:\Users\user\Downloads\Udacity\Data\IMG\left_2025_09_09_23_02_47_676.jpg, C:\Users\user\Downloads\Udacity\Data\IMG\right_2025_09_09_23_02_47_676.jpg, 0, 0, 0, 2.619536
